zone_id,zone_name,scenario,rainfall_1h,rainfall_3h,rainfall_6h,elevation,slope,distance_to_drain,drain_capacity,pump_load_pct,flood_history_count,population_density,critical_infra_flag,lat,lon,data_source,flood_severity
REAL-0004,Ring Road,extreme,69.9,139.9,217.1,34.2,1.92,222.2,82.5,53.5,145,5474.7,0,28.62592,77.24568,real_govt_record,High
REAL-0137,Mehrauli-Mahipalpur Road,light,2.6,7.1,10.0,23.9,0.54,426.9,83.0,60.8,5,10751.5,0,28.62516,77.23511,real_govt_record,Low
REAL-0455,Dhaula Kuan Dhaula,heavy,40.9,86.1,135.9,26.7,1.63,50.0,87.5,48.1,1,15304.2,0,28.63019,77.2424,real_govt_record,Medium
REAL-0352,Najafgarh Road-Azad Hind Fauz Marg,extreme,48.2,123.9,161.4,44.4,1.69,353.8,82.5,84.4,2,10848.5,1,28.62723,77.24511,real_govt_record,Medium
REAL-0116,Shyama Prasad Mukherjee Marg,extreme,52.5,132.6,208.8,41.4,1.04,732.3,76.7,93.4,6,9712.1,1,28.63345,77.24299,real_govt_record,High
SYN2-0039,SYN2-0039,synthetic_v2,78.29,166.49,224.44,17.17,3.7,757.53,79.77,90.84,4,20205.83,0,28.56625,77.17548,synthetic,High
REAL-0669,NH-24 Underpass Street,light,9.2,21.8,29.1,16.0,2.02,52.2,74.1,39.1,1,22770.8,1,28.63312,77.24228,real_govt_record,Low
REAL-0078,"NH-44, GTK Road",moderate,17.3,43.4,66.7,17.1,4.93,447.4,74.1,51.7,8,7964.0,1,28.63577,77.23698,real_govt_record,Low
REAL-0279,Kanjhawala Bawana Road,heavy,28.7,60.6,96.5,14.6,3.9,663.5,80.7,95.0,2,8381.1,0,28.62838,77.23949,real_govt_record,Low
REAL-0477,Maharaja Ajmeed Marg,light,6.8,16.0,22.8,29.0,4.61,498.2,87.5,82.7,1,13780.7,1,28.6268,77.24107,real_govt_record,Low
REAL-0595,Dadri Main Road,heavy,24.1,61.8,96.5,42.6,4.75,699.0,87.5,88.0,1,8964.7,1,28.63343,77.23642,real_govt_record,Low
SYN2-0194,SYN2-0194,synthetic_v2,49.98,118.63,152.86,17.6,4.54,647.66,60.45,86.02,5,11900.64,0,28.56609,77.19084,synthetic,High
ZONE-127,ZONE-127,synthetic_v1,7.32,21.43,78.65,24.73,0.79,411.51,57.59,79.61,2,15799.26,0,28.63546,77.22545,synthetic,Low
REAL-0577,Benito Juarez Marg,light,4.6,10.4,15.4,28.7,3.38,105.1,94.2,72.0,1,14635.6,1,28.63283,77.24332,real_govt_record,Low
ZONE-096,ZONE-096,synthetic_v1,63.73,108.63,172.78,59.12,7.53,111.14,85.99,45.41,1,22009.38,0,28.71046,77.30012,synthetic,Low
SYN2-0012,SYN2-0012,synthetic_v2,31.34,71.39,114.0,44.62,1.83,555.81,41.23,99.45,1,22162.17,1,28.64434,77.15357,synthetic,Low
REAL-0674,NH-48 DKFO Towa,moderate,21.1,42.3,60.0,19.5,3.93,250.4,86.5,46.7,1,5910.7,0,28.62807,77.24227,real_govt_record,Low
ZONE-044,ZONE-044,synthetic_v1,14.39,71.05,130.91,54.25,2.28,918.11,35.73,30.0,4,10480.8,0,28.72255,77.29123,synthetic,High
REAL-0082,Lala Lajpat Rai Marg,moderate,26.1,52.3,80.8,30.3,1.05,668.5,86.5,53.5,7,22837.2,0,28.63133,77.23835,real_govt_record,Low
REAL-0698,Old GT Road/ Ansari Road,moderate,16.3,40.7,58.4,43.4,4.43,590.3,79.7,87.3,1,19950.1,1,28.62405,77.23624,real_govt_record,Low
REAL-0017,GTK Road,light,5.9,12.8,18.9,24.3,4.27,112.8,86.5,83.0,38,4625.6,0,28.70746,77.17754,real_govt_record,Low
REAL-0917,Captain Gaur Marg,light,5.9,13.1,20.4,35.9,2.28,697.6,85.9,75.9,1,20916.0,1,28.62674,77.24524,real_govt_record,Low
REAL-0802,Swami Dayanand Marg,moderate,25.9,52.9,71.5,40.8,3.7,175.4,87.5,44.2,1,16891.6,0,28.62602,77.24431,real_govt_record,Low
REAL-0448,Barapulla Flyover Barapulla,extreme,42.6,110.6,171.9,19.8,4.6,75.8,85.9,91.9,1,4400.2,0,28.63303,77.23669,real_govt_record,Medium
REAL-0141,Minto Road,light,7.4,17.0,24.7,9.2,3.32,385.1,80.7,73.0,5,16486.0,1,28.63128,77.23983,real_govt_record,Low
REAL-0444,Akbar Road,extreme,56.0,134.5,178.3,11.4,0.95,134.2,74.1,76.0,1,8334.6,0,28.62721,77.24322,real_govt_record,High
REAL-0765,"Sector 22, Dwarka",light,4.7,12.2,18.2,34.1,2.69,214.9,76.7,40.4,1,17259.8,0,28.63208,77.23968,real_govt_record,Low
REAL-0390,Najafgarh – Dhansa Road,moderate,10.2,27.6,40.5,29.1,1.68,409.6,85.9,98.4,2,24610.5,0,28.62845,77.23818,real_govt_record,Low
REAL-0696,NH-8 Near Uppal,extreme,38.7,93.7,123.8,35.4,1.86,131.8,94.2,88.0,1,20721.8,1,28.62512,77.24068,real_govt_record,Medium
REAL-0943,Kapashera - Najafgarh Road,heavy,27.1,74.0,101.0,20.3,2.31,771.0,86.5,41.2,1,7305.6,1,28.63321,77.23956,real_govt_record,Medium
REAL-0379,Veer Banda Bairagi,heavy,28.0,64.5,98.0,39.9,2.78,568.8,79.7,40.1,2,17852.4,1,28.62478,77.23665,real_govt_record,Low
REAL-0208,Gurugram- Parade Road,extreme,44.0,109.2,142.7,14.0,4.08,221.5,94.2,76.8,3,20280.8,0,28.63221,77.242,real_govt_record,High
REAL-0876,Khudiram Bose Marg,extreme,44.0,104.2,161.4,37.7,3.96,179.9,72.4,44.0,1,22311.8,1,28.62833,77.24251,real_govt_record,Medium
ZONE-119,ZONE-119,synthetic_v1,9.97,64.83,130.62,20.26,2.58,826.71,90.19,18.77,1,13302.88,1,28.66901,77.29564,synthetic,Low
ZONE-140,ZONE-140,synthetic_v1,43.0,49.56,92.77,23.5,5.38,900.11,49.63,42.04,5,18280.22,1,28.67427,77.24034,synthetic,High
REAL-0981,Palam Colony,light,11.1,22.5,31.1,44.3,3.48,716.7,85.9,85.4,1,14509.0,0,28.63392,77.23347,real_govt_record,Low
REAL-0019,GTK Road,heavy,32.8,67.0,97.1,16.9,2.32,237.9,86.5,75.6,38,20878.0,0,28.70985,77.17847,real_govt_record,High
REAL-0759,Sarojini Nagar Market,heavy,23.1,56.4,85.1,16.6,3.46,221.2,86.5,77.8,1,4243.8,0,28.62855,77.24329,real_govt_record,Low
REAL-0945,Kasturba Nagar Road,light,2.6,6.1,9.2,30.9,4.68,787.2,83.0,95.0,1,5899.7,0,28.63521,77.24477,real_govt_record,Low
REAL-0404,Rajpath Suoth Rajpath,extreme,51.9,128.9,196.2,21.0,1.28,364.3,85.9,42.3,1,19079.6,1,28.63342,77.23891,real_govt_record,High
REAL-0318,Ashok Vihar Market,moderate,11.1,26.7,41.2,17.7,4.2,233.1,85.9,60.2,2,20641.4,0,28.63437,77.23492,real_govt_record,Low
REAL-0712,Pankha Road/ Cariappa Marg,extreme,52.5,113.3,159.6,16.4,2.81,192.5,86.5,81.6,1,21089.6,0,28.62885,77.24312,real_govt_record,High
REAL-0481,Malkaganj Road,light,5.4,11.1,14.6,10.1,4.47,566.3,74.7,51.9,1,17499.0,1,28.63058,77.23564,real_govt_record,Low
REAL-0114,Shyama Prasad Mukherjee Marg,moderate,14.2,32.0,42.5,23.8,2.27,95.1,76.7,59.5,6,10891.9,1,28.6347,77.2408,real_govt_record,Low
REAL-0646,Mandi House R/A,moderate,18.7,48.7,71.0,43.8,3.88,139.8,82.5,65.2,1,20087.5,0,28.62999,77.23898,real_govt_record,Low
SYN2-0200,SYN2-0200,synthetic_v2,66.83,154.68,241.19,15.75,3.22,880.03,26.92,17.49,0,6083.41,1,28.58975,77.22426,synthetic,Medium
REAL-0857,Dr. Bhim Rao Ambedkar Marg,light,8.2,22.1,29.0,35.1,4.62,556.1,74.7,81.0,1,10107.4,0,28.63094,77.23883,real_govt_record,Low
SYN2-0103,SYN2-0103,synthetic_v2,81.21,174.0,215.44,6.06,2.17,332.49,63.09,72.72,2,12464.53,1,28.67579,77.34782,synthetic,High
REAL-0100,"Firni Road, Najafgarh Firni Road",extreme,39.2,103.1,164.1,9.9,2.52,710.5,87.5,55.8,6,16774.3,1,28.63253,77.23667,real_govt_record,High
REAL-0437,Neela Gumbad BSF,light,8.6,17.6,22.9,15.6,0.95,327.4,83.0,93.5,1,13822.6,0,28.62815,77.23888,real_govt_record,Low
SYN2-0053,SYN2-0053,synthetic_v2,7.32,14.3,20.23,17.83,2.14,389.87,56.75,92.61,4,21945.14,1,28.59709,77.31066,synthetic,Medium
REAL-0668,Netaji Subhash Marg,extreme,40.6,97.4,146.6,25.1,2.75,109.7,82.5,95.7,1,9024.6,1,28.62547,77.24254,real_govt_record,Medium
REAL-0825,Arakshan Road,light,4.0,8.3,13.0,36.5,4.57,194.9,72.4,75.3,1,23961.1,0,28.62971,77.24284,real_govt_record,Low
ZONE-111,ZONE-111,synthetic_v1,15.53,83.66,178.22,19.04,6.55,215.29,22.77,72.24,3,24646.1,1,28.60054,77.24741,synthetic,High
REAL-0103,Girdhari Lal Goswami Marg,heavy,29.6,82.5,117.4,21.5,1.47,777.9,72.4,37.7,6,14280.3,0,28.6301,77.2433,real_govt_record,Medium
REAL-0276,Kanjhawala Road,extreme,34.6,92.4,146.7,19.5,2.48,399.0,82.5,71.1,2,9869.0,1,28.62581,77.23917,real_govt_record,Medium
REAL-0270,Azad Market Road,moderate,14.7,30.2,44.6,31.5,3.65,785.3,82.5,69.0,2,17222.0,1,28.62789,77.23744,real_govt_record,Low
REAL-0479,Maharaja Ajmeed Marg,heavy,32.4,84.8,121.2,40.4,4.41,302.2,87.5,70.6,1,5050.1,1,28.62511,77.23812,real_govt_record,Low
REAL-0354,NH-48 Between Sanjay,moderate,16.5,40.6,61.5,26.2,3.22,616.6,83.0,62.5,2,16508.7,0,28.62999,77.23685,real_govt_record,Low
REAL-0326,BSZ Marg,moderate,17.3,46.6,67.7,32.2,0.99,129.2,79.7,39.9,2,5542.2,1,28.62898,77.24289,real_govt_record,Low
ZONE-108,ZONE-108,synthetic_v1,56.6,102.29,153.43,29.45,4.39,255.78,21.71,23.31,3,11160.7,1,28.75535,77.29115,synthetic,High
REAL-0071,NH-24/Delhi- Meerut Expressway,heavy,26.8,57.9,84.7,26.7,0.59,190.8,79.7,47.4,10,18326.8,1,28.62775,77.23773,real_govt_record,Medium
ZONE-026,ZONE-026,synthetic_v1,49.12,82.53,158.54,42.69,6.19,361.65,87.75,37.94,0,2180.19,1,28.57183,77.32739,synthetic,Low
REAL-0482,Malkaganj Road,moderate,16.3,40.8,55.7,10.6,2.97,114.1,74.7,49.5,1,5479.1,1,28.62809,77.23882,real_govt_record,Low
REAL-0737,Roshanara Road,light,5.5,11.8,18.6,29.1,3.58,683.2,82.5,42.0,1,13843.2,0,28.62644,77.23672,real_govt_record,Low
REAL-0398,Shahid Bhagat Singh Marg,moderate,14.1,34.5,52.1,29.7,2.72,632.2,76.7,60.1,2,23092.0,1,28.63401,77.23841,real_govt_record,Low
SYN2-0180,SYN2-0180,synthetic_v2,67.52,170.42,236.07,6.1,1.63,124.39,30.25,14.71,1,13616.95,0,28.71638,77.18906,synthetic,High
REAL-0051,Vikas Marg,heavy,31.9,78.9,120.2,38.2,1.12,267.6,86.1,43.2,17,14103.2,1,28.65415,77.28349,real_govt_record,Medium
ZONE-056,ZONE-056,synthetic_v1,61.65,73.29,146.89,24.34,1.87,88.76,39.92,65.53,1,13336.43,0,28.70386,77.24449,synthetic,Low
REAL-0132,Kautilya Marg,extreme,45.1,117.9,175.1,38.6,1.64,191.5,85.9,53.6,5,9241.2,1,28.62932,77.24458,real_govt_record,High
ZONE-049,ZONE-049,synthetic_v1,73.68,148.68,177.33,57.11,4.52,254.69,48.52,39.6,4,14513.22,0,28.79322,77.16808,synthetic,High
REAL-0273,Kanjhawala Road,light,6.0,12.1,17.0,42.1,4.41,480.8,82.5,43.1,2,20964.0,0,28.62625,77.2411,real_govt_record,Low
REAL-0775,Shanti Path- Panchsheel Marg,heavy,39.5,81.8,120.6,27.4,0.76,624.9,82.5,42.6,1,8605.4,1,28.62453,77.23679,real_govt_record,Medium
ZONE-011,ZONE-011,synthetic_v1,34.82,62.61,151.02,30.08,2.7,448.22,93.2,31.46,4,14667.3,1,28.73141,77.15898,synthetic,High
REAL-0597,Dallu Pura Road,light,3.8,9.2,12.2,32.7,3.64,94.9,72.4,74.2,1,22452.7,0,28.63564,77.24583,real_govt_record,Low
REAL-1028,Shiv Das Puri Marg,extreme,59.9,137.2,210.2,13.1,4.78,80.9,83.9,75.8,1,19849.8,0,28.63577,77.24233,real_govt_record,High
REAL-0819,Vinay Marg,heavy,31.1,85.9,112.5,29.0,4.58,670.9,86.1,76.5,1,12190.1,0,28.63193,77.237,real_govt_record,Medium
REAL-0159,Pankha Road,heavy,30.7,70.8,101.8,39.5,0.97,687.6,83.0,44.9,4,24376.6,0,28.62913,77.23583,real_govt_record,Low
REAL-0305,Old Gurugram Road,light,4.8,10.5,14.0,19.3,2.28,143.3,86.5,73.3,2,12882.2,0,28.62465,77.24356,real_govt_record,Low
REAL-0989,Police Colony,light,3.4,8.0,11.9,35.8,1.46,333.1,86.1,63.0,1,24434.2,0,28.62821,77.24141,real_govt_record,Low
SYN2-0159,SYN2-0159,synthetic_v2,75.32,185.88,285.22,27.88,1.11,840.09,84.15,50.61,0,2468.07,1,28.75265,77.2498,synthetic,Medium
REAL-0021,MB Road,light,5.4,12.7,19.1,34.5,4.29,518.6,79.7,55.5,38,21403.3,1,28.51195,77.26151,real_govt_record,Low
REAL-0559,Abai Marg,heavy,34.8,74.1,99.8,25.4,3.33,101.5,76.7,71.0,1,23221.7,0,28.63125,77.23771,real_govt_record,Low
REAL-0513,Palam Road,light,6.5,14.7,21.8,23.7,2.6,589.2,82.5,36.6,1,4808.7,1,28.63573,77.2379,real_govt_record,Low
REAL-0927,Dwarka – Dabri Drain,heavy,27.1,58.8,79.5,44.1,4.95,240.8,82.5,73.0,1,14360.1,1,28.63387,77.24136,real_govt_record,Low
REAL-0183,Netaji Subhash Marg/,heavy,26.3,58.0,86.1,42.2,4.46,126.3,81.7,43.9,4,8050.9,1,28.6245,77.24714,real_govt_record,Low
REAL-0457,Gulab Singh Marg,light,4.5,10.7,15.7,12.8,4.64,397.3,72.4,83.5,1,4405.8,1,28.63144,77.24765,real_govt_record,Low
REAL-0872,Khoda Chowk,extreme,45.3,98.6,130.7,33.3,0.57,303.5,82.5,41.9,1,13711.8,0,28.63528,77.23896,real_govt_record,Medium
REAL-1005,Parade Road,light,4.8,10.0,15.4,24.8,4.53,432.3,83.0,72.1,1,16130.0,1,28.63504,77.2355,real_govt_record,Low
REAL-0599,Dallu Pura Road,heavy,30.5,66.9,106.9,31.7,3.35,525.3,72.4,38.9,1,6934.5,1,28.63634,77.24576,real_govt_record,Low
REAL-0921,Captain Kumud Kumar Marg,light,6.2,16.0,24.9,23.5,3.45,354.6,76.7,51.2,1,17564.9,1,28.63281,77.23791,real_govt_record,Low
REAL-0561,Abai Marg-San Martin Marg,light,9.7,21.3,29.3,8.0,1.04,113.2,72.4,67.5,1,5620.7,1,28.62889,77.23858,real_govt_record,Low
REAL-0384,IP Marg,extreme,56.5,124.3,171.2,36.4,4.39,338.8,87.5,86.5,2,12197.8,1,28.63069,77.23475,real_govt_record,High
SYN2-0057,SYN2-0057,synthetic_v2,48.86,115.33,173.12,10.85,5.83,913.46,38.93,63.25,5,11935.77,1,28.67567,77.27059,synthetic,High
SYN2-0198,SYN2-0198,synthetic_v2,20.63,47.9,66.35,24.74,4.54,251.65,86.22,65.1,1,22517.55,0,28.57932,77.24945,synthetic,Low
REAL-0016,M.B. Road,extreme,52.0,110.9,172.9,29.2,3.31,336.8,83.0,72.3,42,16786.2,0,28.50314,77.25445,real_govt_record,High
REAL-0607,Gazipur Dairy Farm,heavy,34.1,79.1,115.6,18.7,3.75,253.6,85.9,57.8,1,16409.0,0,28.63401,77.23662,real_govt_record,Medium
REAL-0667,Netaji Subhash Marg,heavy,26.2,61.0,86.0,33.7,1.08,97.0,82.5,93.4,1,19766.0,1,28.62827,77.23966,real_govt_record,Low
ZONE-053,ZONE-053,synthetic_v1,45.51,83.89,137.74,54.05,2.31,75.63,89.74,11.05,1,12022.62,0,28.76554,77.21102,synthetic,Low
REAL-0953,Maa Anandmayee Marg,light,9.2,20.1,27.4,42.6,3.22,493.6,72.4,49.1,1,17536.7,1,28.62837,77.24279,real_govt_record,Low
REAL-0483,Malkaganj Road,heavy,34.7,73.8,109.5,37.5,2.42,624.4,74.7,39.6,1,4431.9,0,28.6335,77.23601,real_govt_record,Low
REAL-0475,M.G. Road,heavy,23.3,60.7,89.3,27.7,4.06,281.6,83.9,92.7,1,17269.5,0,28.63208,77.24273,real_govt_record,Low
REAL-0705,Outer Circle Outer,light,3.7,9.1,13.4,33.6,3.06,73.8,83.9,50.6,1,11504.5,1,28.63128,77.24265,real_govt_record,Low
REAL-0024,MB Road,extreme,58.2,125.7,183.6,9.3,1.52,633.9,79.7,69.5,38,23883.2,0,28.50907,77.26601,real_govt_record,High
REAL-0743,San Martin Marg,heavy,24.2,56.7,82.4,30.6,3.92,300.2,83.9,86.6,1,18961.6,0,28.63217,77.2437,real_govt_record,Low
REAL-0189,PUSA Road,light,5.8,16.5,23.0,10.4,2.79,604.5,83.9,48.1,4,4723.5,0,28.62784,77.2377,real_govt_record,Low
ZONE-118,ZONE-118,synthetic_v1,57.79,78.89,102.36,37.76,7.92,277.58,75.26,78.71,2,2156.76,1,28.72042,77.202,synthetic,Medium
REAL-0542,Jai Singh Road,moderate,13.6,30.9,44.8,18.5,4.12,247.2,74.1,54.6,1,4955.3,0,28.63309,77.24108,real_govt_record,Low
SYN2-0112,SYN2-0112,synthetic_v2,18.04,45.28,56.1,50.44,5.09,62.52,53.6,13.44,0,4654.79,1,28.77347,77.28491,synthetic,Low
REAL-0344,Maharaja Surajmal Marg,extreme,59.2,139.4,222.7,30.5,3.3,337.0,83.0,98.9,2,12265.6,1,28.63519,77.24369,real_govt_record,High
SYN2-0002,SYN2-0002,synthetic_v2,7.35,13.73,20.38,28.17,4.34,747.5,48.72,15.18,0,15549.84,0,28.70525,77.34415,synthetic,Low
REAL-0008,Rohtak Road,extreme,49.6,99.4,147.2,29.3,0.69,159.8,72.4,63.3,88,4201.1,1,28.66085,77.1339,real_govt_record,High
REAL-0968,New Friends Colony,extreme,46.0,97.0,137.5,28.6,0.99,639.9,85.9,44.9,1,19657.7,1,28.62826,77.23914,real_govt_record,Medium
REAL-0690,NH-48 Shankar Vihar,moderate,18.9,44.3,58.4,29.8,1.29,103.9,76.7,45.9,1,12362.5,1,28.6312,77.24007,real_govt_record,Low
ZONE-121,ZONE-121,synthetic_v1,83.39,96.71,188.89,27.85,4.66,131.05,91.45,82.71,2,2598.22,0,28.79304,77.27236,synthetic,Medium
REAL-0854,DDU Marg,moderate,14.2,36.6,51.7,44.0,3.22,116.6,74.7,74.6,1,12647.1,1,28.6308,77.24604,real_govt_record,Low
REAL-0409,NH-24 Gazipur Mandi,light,2.3,6.3,8.4,9.0,2.69,427.7,74.1,54.6,1,7216.2,0,28.62949,77.23477,real_govt_record,Low
REAL-0216,Mathura R oad,extreme,44.9,110.1,167.7,35.0,3.29,206.0,94.2,50.7,3,19571.6,1,28.62768,77.2367,real_govt_record,Medium
REAL-0110,Patparganj Road,moderate,18.4,38.5,54.5,17.5,4.45,551.9,87.5,54.3,6,16766.3,1,28.62966,77.23803,real_govt_record,Low
REAL-0220,Dwarka Road,extreme,47.2,101.3,148.1,44.3,2.04,583.8,76.7,36.1,3,12738.8,1,28.62692,77.2359,real_govt_record,Medium
REAL-0916,Bharat Scouts & Guide Marg,extreme,54.6,113.6,152.2,38.4,2.64,637.7,94.2,91.5,1,8123.5,0,28.62929,77.23969,real_govt_record,Medium
REAL-0531,Manas Marg,heavy,23.2,64.0,98.9,44.7,4.92,749.4,74.7,82.1,1,7039.1,0,28.6279,77.23874,real_govt_record,Low
REAL-0408,DND Flyway At,extreme,52.7,111.7,167.6,37.8,4.99,103.5,81.7,48.6,1,8874.0,0,28.62598,77.24263,real_govt_record,Medium
ZONE-085,ZONE-085,synthetic_v1,42.74,88.61,163.71,49.14,6.47,991.21,70.07,96.47,4,12866.84,1,28.70566,77.28355,synthetic,High
REAL-0537,Satya Niketan Road,light,2.7,5.9,8.0,40.1,4.2,317.1,86.1,41.4,1,8420.0,0,28.62615,77.23672,real_govt_record,Low
REAL-0368,R.K. Ashram Marg,extreme,40.0,110.0,169.3,21.1,3.7,370.9,76.7,97.4,2,22470.2,1,28.63172,77.23954,real_govt_record,High
REAL-0204,Okhla Road,extreme,49.8,104.5,151.6,20.7,1.38,211.4,72.4,88.4,4,20873.2,0,28.62895,77.23775,real_govt_record,High
REAL-0879,Max Hospital Road,heavy,37.6,85.9,132.5,8.3,2.15,308.7,72.4,49.1,1,20156.3,0,28.63459,77.23852,real_govt_record,Medium
REAL-0707,Outer Circle Outer,heavy,27.5,77.5,107.2,12.4,0.78,449.5,83.9,39.0,1,14389.2,0,28.63387,77.24444,real_govt_record,Medium
REAL-0957,Maharishi Dayanand Marg,light,7.9,21.7,33.3,28.2,0.75,304.0,90.9,87.6,1,13274.5,0,28.63433,77.238,real_govt_record,Low
REAL-0028,Aurobindo Marg,extreme,55.3,133.4,174.8,27.7,3.59,737.0,80.7,65.1,34,24996.3,1,28.56673,77.19583,real_govt_record,High
REAL-0231,Kemal Ataturk Marg,heavy,33.1,76.5,100.5,13.6,3.55,90.3,83.0,84.9,3,8641.9,0,28.62585,77.23771,real_govt_record,Medium
REAL-0582,Bhisham Pitamah Marg,moderate,25.4,51.1,71.6,30.2,2.23,338.0,81.7,75.8,1,18529.1,1,28.6328,77.24595,real_govt_record,Low
REAL-0416,NH-44 Near Apple,extreme,43.6,118.8,162.6,25.5,0.99,575.2,85.9,98.4,1,24876.1,1,28.62313,77.23757,real_govt_record,High
REAL-0053,Okhla Estate Marg,light,2.0,5.2,6.8,9.4,1.5,258.7,74.7,83.4,12,23170.6,0,28.53226,77.27262,real_govt_record,Low
REAL-0569,Azaz Market Road,light,2.5,6.4,9.6,13.5,1.5,181.4,74.7,92.8,1,6015.0,1,28.62895,77.24471,real_govt_record,Low
REAL-0629,Lodhi Road,light,2.3,6.6,10.4,21.3,3.76,707.9,83.0,52.9,1,7730.9,1,28.63652,77.24081,real_govt_record,Low
REAL-0797,Surajmal Marg,light,5.7,13.2,20.7,26.5,0.99,300.2,76.7,44.8,1,22644.0,0,28.62477,77.24121,real_govt_record,Low
REAL-0370,Rajpur Road,moderate,13.4,27.4,38.2,33.4,1.2,482.6,82.5,82.8,2,9097.2,1,28.63641,77.23813,real_govt_record,Low
SYN2-0021,SYN2-0021,synthetic_v2,52.33,94.88,147.96,39.72,6.6,222.62,55.21,27.12,3,24565.96,1,28.76005,77.22828,synthetic,Medium
REAL-0075,Ram Bagh,heavy,21.9,58.0,82.0,12.1,1.89,255.4,82.5,65.1,10,17446.9,1,28.62802,77.23649,real_govt_record,Medium
REAL-0811,Teen Murti Haifa Marg,heavy,34.0,80.1,125.4,12.1,1.83,556.1,83.9,43.3,1,13392.3,1,28.62616,77.23735,real_govt_record,Medium
ZONE-043,ZONE-043,synthetic_v1,54.19,104.66,178.69,17.71,5.65,602.11,67.56,40.26,2,20903.5,1,28.77814,77.31843,synthetic,Medium
REAL-0994,Rajaji Marg,moderate,22.8,46.7,71.5,12.2,2.69,161.8,82.5,55.7,1,17299.6,0,28.62735,77.23349,real_govt_record,Low
REAL-0570,Azaz Market Road,moderate,18.0,41.7,63.4,18.0,3.79,698.4,74.7,48.1,1,8147.3,0,28.62829,77.24544,real_govt_record,Low
ZONE-094,ZONE-094,synthetic_v1,75.51,135.31,201.55,34.29,3.19,369.41,60.21,23.52,4,3857.49,0,28.79495,77.31879,synthetic,High
REAL-0047,Wazirabad Road,heavy,29.7,70.0,97.0,22.7,1.91,447.8,80.7,65.9,18,9664.9,1,28.71148,77.22644,real_govt_record,High
REAL-0197,Vir Banda Bairagi Marg,light,6.2,15.9,20.9,22.8,4.2,770.9,80.7,36.6,4,12905.5,1,28.62591,77.24001,real_govt_record,Low
SYN2-0034,SYN2-0034,synthetic_v2,14.92,33.21,44.87,40.28,0.63,587.14,71.91,16.11,0,21743.14,1,28.72325,77.17118,synthetic,Low
REAL-0641,Major Sudesh Marg,light,8.6,18.5,25.3,33.5,4.73,609.3,83.9,95.9,1,12099.2,1,28.62554,77.24351,real_govt_record,Low
REAL-0871,Khoda Chowk,heavy,35.2,80.1,119.5,17.1,3.07,475.3,82.5,52.5,1,14587.8,1,28.63357,77.23945,real_govt_record,Medium
REAL-0127,SSN Marg,heavy,22.4,59.9,95.8,40.2,1.37,317.3,90.9,69.5,5,20834.5,1,28.62732,77.23975,real_govt_record,Low
REAL-0814,Urban Extension Road,moderate,16.3,37.6,53.3,30.1,4.86,227.0,87.5,73.1,1,4284.8,0,28.62318,77.24354,real_govt_record,Low
SYN2-0080,SYN2-0080,synthetic_v2,15.39,27.9,41.76,37.33,4.37,620.66,82.33,33.91,4,8132.94,1,28.67269,77.2778,synthetic,Medium
REAL-0065,Ch. Fateh Singh Marg,light,4.1,11.2,16.7,36.7,1.31,96.8,76.7,64.4,10,16265.4,0,28.69662,77.22205,real_govt_record,Low
REAL-0540,Satya Niketan Road,extreme,35.1,94.4,126.0,24.0,3.68,341.7,86.1,54.8,1,9873.0,1,28.62672,77.2394,real_govt_record,Medium
REAL-0070,NH-24/Delhi- Meerut Expressway,moderate,15.9,42.2,57.4,41.9,1.17,146.3,79.7,57.5,10,16912.1,0,28.63184,77.23863,real_govt_record,Low
REAL-0947,Kasturba Nagar Road,heavy,38.9,85.0,111.8,38.9,1.26,691.9,83.0,93.0,1,12386.7,1,28.63353,77.24123,real_govt_record,Low
ZONE-059,ZONE-059,synthetic_v1,10.79,16.93,82.38,38.03,3.86,680.37,41.11,12.3,3,21997.65,0,28.59034,77.34862,synthetic,Medium
REAL-0882,Raj Niwas Marg,moderate,19.2,51.8,73.0,30.6,3.51,256.8,87.5,41.2,1,16172.1,1,28.6252,77.24283,real_govt_record,Low
REAL-0809,Teen Murti Haifa Marg,light,6.1,12.5,17.3,20.3,3.46,502.7,83.9,89.4,1,6648.1,1,28.62888,77.23573,real_govt_record,Low
REAL-0380,Veer Banda Bairagi,extreme,53.6,134.8,212.1,26.5,4.8,682.9,79.7,80.4,2,12191.7,0,28.62589,77.23701,real_govt_record,High
REAL-0268,Ashok Vihar Road,extreme,53.0,119.9,183.6,30.5,4.44,777.3,74.7,61.0,2,17615.3,1,28.63205,77.2385,real_govt_record,High
REAL-0334,Inside Pragati Maidan,moderate,18.8,53.1,75.3,42.3,2.62,767.5,85.9,74.1,2,18572.9,1,28.62813,77.2334,real_govt_record,Low
SYN2-0036,SYN2-0036,synthetic_v2,65.41,150.25,217.64,57.01,3.5,752.45,68.01,46.22,2,18720.05,0,28.77292,77.30736,synthetic,Medium
REAL-0708,Outer Circle Outer,extreme,56.2,115.1,153.4,42.5,4.46,70.4,83.9,96.2,1,17003.7,0,28.63111,77.24059,real_govt_record,Medium
SYN2-0162,SYN2-0162,synthetic_v2,27.33,60.67,74.18,24.41,6.46,426.67,69.6,10.94,5,4688.52,0,28.55354,77.27795,synthetic,High
ZONE-129,ZONE-129,synthetic_v1,34.57,62.28,130.56,54.11,4.14,968.66,54.55,65.5,4,21861.98,0,28.56069,77.2156,synthetic,High
